SID,Name,Major
8136,Vasu,Paramount Beauty Academy
8137,Vaughn,Luzerne County Community College
8138,Vax,Pennsylvania State University-Penn State New Kensington
8139,Ved,La Belle Beauty School
8140,Veda,Motoring Technical Training Institute
8141,Veen,Healthcare Career College
8142,Veena,Finger Lakes School of Massage
8143,Veleta,Rasmussen College-North Dakota
8144,Velma,Liceo de Arte-Dise-O y Comercio
8145,Velvet,Aviation Institute of Maintenance-Dallas
8146,Ven,Headlines Academy Inc
8147,Veneice,Ner Israel Rabbinical College
8148,Venita,American University of Health Sciences
8149,Venkat,Miami University-Middletown
8150,Venkatakrishna,University of Phoenix-Indiana
8151,Venkataraman,Institute of Audio Research
8152,Venus,Sanford-Brown College-Las Vegas
8153,Vera,Yeshiva Gedola Ohr Yisrael
8154,Veradis,Midland University
8155,Vere,Central Arizona College
8156,Verena,Baker College of Clinton Township
8157,Verene,Tulsa Community College
8158,Verghese,Central Oklahoma College
8159,Veriee,Nuvo College of Cosmetology
8160,Verile,Four County Career Center
8161,Verina,Opelousas School of Cosmetology
8162,Verinder,Brightwood Career Institute-Philadelphia
8163,Verine,Georgia Career Institute
8164,Verla,Birmingham Southern College
8165,Verlyn,The Chicago School of Professional Psychology at Los Angeles
8166,Vern,Middle Georgia State University
8167,Verna,Southern California Institute of Architecture
8168,Vernice,Sullivan and Cogliano Training Center
8169,Vernon,Copiah-Lincoln Community College
8170,Veronica,Brightwood College-San Diego
8171,Veronika,HVAC Technical Institute
8172,Veronike,Red Rocks Community College
8173,Veronique,Chamberlain University-Virginia
8174,Vesna,Tint School of Makeup and Cosmetology-Irving
8175,Vevay,LDS Business College
8176,Vi,Broken Arrow Beauty College-Broken Arrow
8177,Vic,York County School of Technology-Adult & Continuing Education
8178,Vicente,San Francisco College of Cosmetology
8179,Vicheara,Southeastern Community College
8180,Vick,Portage Lakes Career Center
8181,Vicki,Northland Pioneer College
8182,Vickie,Rasmussen College - Overland Park
8183,Vicky,Butler University
8184,Victor,Saybrook University
8185,Victoria,Colorado Heights University
8186,Vicuong,Southeastern Technical College
8187,Vida,American College of Hairstyling-Des Moines
8188,Vidya,Bryant & Stratton College-Parma
8189,Viera,HVAC Technical Institute
8190,Vijai,Lyon College
8191,Vijay,Clarkson College
8192,Vijayalaks,Jackson College
8193,Vijya,Elizabethtown College
8194,Vikas,Columbia College-San Diego
8195,Viki,Boca Beauty Academy-Parkland
8196,Vikki,American Institute-West Hartford
8197,Vikky,Empire Beauty School-Nashville
8198,Viktor,University of Mary Washington
8199,Viktoria,University of Nevada-Reno
8200,Vilas,Los Angeles Film School
8201,Vilhelm,National Beauty College
8202,Vilhelmina,Mountainland Technical College
8203,Vilis,Baptist Theological Seminary at Richmond
8204,Vilma,University of Puerto Rico-Medical Sciences
8205,Vilok,Milan Institute of Cosmetology-Visalia
8206,Vimal,DLP Conemaugh Memorial Medical Center
8207,Vimi,California Western School of Law
8208,Vin,Shawsheen Valley School of Practical Nursing
8209,Vina,Shawnee Community College
8210,Vinay,National Personal Training Institute
8211,Vince,University of Arkansas at Pine Bluff
8212,Vincent,Cayuga Onondaga BOCES-Practical Nursing Program
8213,Vincente,Trinity University
8214,Vincenzo,Advance Beauty College
8215,Vinh,Unitech Training Academy-Houma
8216,Vinita,Southern College of Optometry
8217,Vinni,Colleen O'Haras Beauty Academy
8218,Vinnie,Texas Tech University Health Sciences Center
8219,Vinny,Rockland County BOCES-Practical Nursing Program
8220,Vino,Kent State University at Geauga
8221,Vinod,Eves College of Hairstyling
8222,Viola,San Francisco Conservatory of Music
8223,Violante,InterCoast Colleges-Rancho Cordova
8224,Viole,Lyle's College of  Beauty
8225,Violet,Alexander Academy
8226,Violetta,Relay Graduate School of Education - Memphis
8227,Violette,Sharon Regional Health System School of Nursing
8228,Vipi,South Texas Vocational Technical Institute-San Antonio
8229,Viqar,Cypress College
8230,Virgie,Poplar Bluff Technical Career Center
8231,Virgil,Lakeshore Technical College
8232,Virgina,Miami-Jacobs Career College-Springboro
8233,Virginia,University of Nevada-Reno
8234,Virginie,Bon Secours St Mary's Hospital School of Medical Imaging
8235,Vishwa,Salem International University
8236,Vispy,Brightwood Career Institute-Pittsburgh
8237,Vita,Hawaii Community College
8238,Vital,Muhlenberg College
8239,Vithit,Pearl River Community College-Forrest County Center
8240,Vitia,Beloit College
8241,Vito,Palm Beach Academy of Health & Beauty
8242,Vitoria,Concordia College-New York
8243,Vittoria,Ponce Health Sciences University
8244,Vittorio,Protege Academy
8245,Viv,French Academy of Cosmetology
8246,Viva,Christine Valmy International School for Esthetic
8247,Vivek,Chaminade University of Honolulu
8248,Vivi,Schenectady County Community College
8249,Vivia,Regent University
8250,Vivian,Moler Hollywood Beauty Academy
8251,Viviana,Midfield Institute of Cosmetology
8252,Viviane,Victor Valley Beauty College Inc
8253,Vivianna,Hobe Sound Bible College
8254,Vivianne,Columbus Technical Campus
8255,Vivie,Texas Health and Science University
8256,Vivien,Siena College
8257,Viviene,Arizona School of Integrative Studies
8258,Vivienne,New England Tractor Trailer Training School of Rhode Island
8259,Viviyan,Pontifical Catholic University of Puerto Rico-Ponce
8260,Vivyan,Paul Mitchell the School-Austin
8261,Vivyanne,McHenry County College
8262,Vlad,United Tribes Technical College
8263,Vladimir,Hair Expressions Academy
8264,Vlado,Mount Saint Mary's University
8265,Vm,Trumbull Business College
8266,Vmbackup,Industrial Management Training Institute
8267,Vmchange,Global Health College
8268,Vmcord,Oakton Community College
8269,Vo,University of Arkansas Community College Rich Mountain
8270,Vonni,Apex Technical School
8271,Vonnie,Salem International University
8272,Vonny,Bellus Academy-Poway
8273,Voort,University of St Francis
8274,Vradmin,Cambridge Institute of Allied Health & Technology
8275,Vries,Christian Life College
8276,Vrinda,Bethlehem College & Seminary
8277,Vrouwerff,Concordia University-Texas
8278,Vu,Tennessee College of Applied Technology-Ripley
8279,VuHoan,College of the Holy Cross
8280,VuQuoc,Liberty University
8281,Vyky,University of the Potomac-Washington DC Campus
8282,Vyza,EDP School
8283,Wade,East San Gabriel Valley Regional Occupational Program
8284,Wai,Saint Anthony College of Nursing
8285,Wai-Bun,New York College of Health Professions
8286,Wai-Chau,Northern Essex Community College
8287,Wai-Hung,Polaris Career Center
8288,Wai-Leung,Rudy & Kelly Academy-A Paul Mitchell Partner School
8289,Wai-Man,University of Louisville
8290,Wai-ching,Rasmussen College-Blaine
8291,Waichi,University of Tulsa
8292,Waja,Franklin County Career and Technology Center
8293,Wakako,American Sentinel University
8294,Wallace,Saint Johns University
8295,Walley,New Directions Beauty Institute
8296,Wallie,Indiana University-Purdue University-Fort Wayne
8297,Wallis,Texas Barber Colleges & Hairstyling Schools Branch Campus #5
8298,Walliw,Four Rivers Career Center
8299,Wally,Northwest Kansas Technical College
8300,Walt,Rogers Academy of Hair Design
8301,Walter,Finger Lakes School of Massage
8302,Walton,Concordia College-New York
8303,Waly,Neosho Beauty College
8304,Wan,The Creative Circus
8305,Wanda,Essentials Academy of Cosmetology
8306,Wandie,Estelle Skin Care and Spa Institute
8307,Wandis,Carrington College-Sacramento
8308,Waneta,UEI College-Gardena
8309,Wanids,Academy of Salon and Spa
8310,Wannell,Hot Springs Beauty College
8311,Warden,Minnesota State University Moorhead
8312,Wargnier,Colorado College
8313,Warren,Cosmotech School of Cosmetology
8314,Warwick,PJ's College of Cosmetology- Brownsburg
8315,Wassim,Illinois College of Optometry
8316,Waverly,Sylvain Melloul International Hair Academy
8317,Wayne,University of Akron Wayne College
8318,Weber,Rasmussen College-Mokena/Tinley Park
8319,Wee-Lin,Ozark Christian College
8320,Wee-Seng,California College San Diego
8321,Wee-Thong,Fox College
8322,Weilin,Oklahoma State University-Oklahoma City
8323,Weiping,Cascadia College
8324,Weitzel,Hocking College
8325,Weldon,California Career School
8326,Wen,Berea College
8327,Wen-Kai,Walla Walla Community College
8328,Wenda,Estrella Mountain Community College
8329,Wendel,University of Hawaii Maui College
8330,Wendeline,Institute of Culinary Education
8331,Wendell,Great Lakes Institute of Technology
8332,Wendi,Occidental College
8333,Wendie,Empire Beauty School-Brooklyn
8334,Wendy,Dorsey Business Schools-Wayne
8335,Wendye,Aveda Institute-Provo
8336,Wenona,Southern Technical College
8337,Wenonah,Global Institute
8338,Wenxi,Taylor Andrews Academy of Hair Design-West Jordan
8339,Weringh,Strayer University-Center City Campus
8340,Werner,Redondo Beach Beauty College
8341,Wes,Ohio Technical College
8342,Wesley,Baltimore Studio of Hair Design
8343,Whitfield,Brown Mackie College-Indianapolis
8344,Whitney,Hazard Community and Technical College
8345,Wiebe,Pittsburg State University
8346,Wiebren,Ponce Health Sciences University
8347,Wiele,Virginia College-Knoxville
8348,Wiesje,California College San Diego
8349,Wieslaw,International Institute for Restorative Practices
8350,Wieslawa,Columbia Institute
8351,Wil,Colton-Redlands-Yucaipa Regional Occupational Program
8352,Wilbur,Mills College
8353,Wileen,College of Micronesia-FSM
8354,Wilf,Paul Mitchell the School-Wichita
8355,Wilford,Medspa Academies
8356,Wilfred,New Directions Beauty Institute
8357,Wilhelmina,Tennessee College of Applied Technology-Harriman
8358,Wilhelmine,SUNY at Binghamton
8359,Wilhelmus,Gould's Academy
8360,Wilie,Ross Medical Education Center-Morgantown
8361,Wilkin,East Texas Baptist University
8362,Will,Santa Fe College
8363,Willa,Westmont College
8364,Willabella,University of Connecticut-Stamford
8365,Willamina,Western Suffolk BOCES
8366,Willard,Creative Hair School of Cosmetology
8367,Willeke,DuVall's School of Cosmetology
8368,Willetta,Clackamas Community College
8369,Willette,Turtle Mountain Community College
8370,Willi,Altierus Career College-Thornton
8371,William,Manhattan College
8372,Willie,Lynchburg College
8373,Willis,Ohio Technical College
8374,Willow,Everest College-Springfield
8375,Willy,Lebanon College of Cosmetology
8376,Willyt,Golf Academy of America-San Diego
8377,Wilma,The John Marshall Law School
8378,Wilmer,Coffeyville Technical Campus
8379,Wilmette,Pomona Unified School District Adult and Career Education
8380,Wilmont,Taylor Andrews Academy-Orem
8381,Wilona,Scioto County Career Technical Center
8382,Wilone,Inter American University of Puerto Rico-Aguadilla
8383,Wilow,Vista College-Longview
8384,Wilson,Professional Skills Institute
8385,Wilton,Paul Mitchell the School-Grand Rapids
8386,Win,Wave Leadership College
8387,Windowing,Keiser University-Ft Myers
8388,Windy,Mid Michigan Community College
8389,Wing,Columbia Central University-Caguas
8390,Wing-Ki,Educational Technical College-Recinto de Coamo
8391,Wing-Man,Lancaster Bible College
8392,Wini,River Valley School of Massage
8393,Winifred,University of North Georgia
8394,Winna,Gogebic Community College
8395,Winnah,Rose State College
8396,Winne,Springfield College-School of Professional and Continuing Studies
8397,Winni,Metroplex Beauty School
8398,Winnie,Rockford University
8399,Winnifred,Kenyon College
8400,Winny,Empire Beauty School-Boston
8401,Winona,Jolie Hair and Beauty Academy-Ludlow
8402,Winonah,Rappahannock Community College
8403,Winston,Saint Michael College of Allied Health
8404,Witold,North Hennepin Community College
8405,Wits,Altierus Career College-Henderson
8406,Witte,Penn Commercial Business/Technical School
8407,Wladyslaw,Medical Training College
8408,Woei-Peng,Vista College-Online
8409,Wojciech,United Lutheran Seminary
8410,Wolfgang,American Beauty College
8411,Wonda,Blue Cliff College-Metairie
8412,Wong,Mid City College
8413,Woodline,University of Colorado Denver/Anschutz Medical Campus
8414,Woodson,Citrus College
8415,Woody,DeSales University
8416,Woon,Texas Barber Colleges & Hairstyling Schools Branch Campus #2
8417,Wray,University of Mississippi
8418,Wren,Ridley-Lowell Business & Technical Institute-Poughkeepsie
8419,Wrennie,University of Nebraska at Omaha
8420,Wylma,Rosemead Beauty School
8421,Wylo,Colegio de Cinematografía Artes y Television
8422,Wynn,Universal Technical Institute of California Inc
8423,Wynne,Alma College
8424,Wynnie,Virginia Beach City Public Schools School of Practical Nursing
8425,Wynny,All Beauty College
8426,Xantippe,New Concept Massage and Beauty School
8427,Xavier,Savannah College of Art and Design
8428,Xaviera,The Ohio Media School-Columbus
8429,Xena,Emily Griffith Technical College
8430,Xenia,Remington College-Shreveport Campus
8431,Xi-Nam,Lycoming College
8432,Xiao-Ming,Parker University
8433,Xiaofeng,Cambridge Junior College-Yuba City
8434,Xiaojing,Saint Mary's College of California
8435,Xiaomei,Valley College of Medical Careers
8436,Xu,Gemini School of Visual Arts & Communication
8437,Xuan-Lien,Kishwaukee College
8438,Xuong,United Lutheran Seminary
8439,Xylia,Saint Louis Community College
8440,Xylina,Santa Ana Beauty College
8441,Yalcin,Bethany College
8442,Yalonda,Cuesta College
8443,Yan-Zhen,Rocky Mountain College
8444,Yannick,Greater Lowell Technical School
8445,Yannis,Northwest Career College
8446,Yao,Fayette Beauty Academy-Ritz Beauty Academy
8447,Yarlanda,Marist College
8448,Yasar,West Coast University-Center for Graduate Studies
8449,Yaser,Northeastern Junior College
8450,Yasmeen,Culinary Tech Center
8451,Yasmin,SUNY at Albany
8452,Yate,All Beauty College
8453,Yatish,Sacred Heart Major Seminary
8454,Yau-Fun,Argosy University-Nashville
8455,Yavar,Divine Word College
8456,Yavuz,International School of Skin Nailcare & Massage Therapy
8457,Yawar,Long Island Business Institute
8458,Yc,Kaplan University-Cedar Falls Campus
8459,Yee-Ning,Embry-Riddle Aeronautical University-Daytona Beach
8460,Yehuda,Hollywood Cosmetology Center
8461,Yeirnie,Sarasota School of Massage Therapy
8462,Yelena,Acupuncture and Integrative Medicine College-Berkeley
8463,Yen,Carrington College-Portland
8464,Yetta,Loyola University Maryland
8465,Yettie,Hair Fashions By Kaye Beauty College-Noblesville
8466,Yetty,AmeriTech College-Draper
8467,Yeung,Phagans School of Beauty
8468,Yevette,Drury University
8469,Yih,Regional Center for Border Health
8470,Yihban,Fortis College
8471,YikHon,Tri-State Cosmetology Institute
8472,Ying,Ripon College
8473,Ylaine,New England Hair Academy
8474,Ynes,Schoolcraft College
8475,Ynez,Colorado Academy of Veterinary Technology
8476,Yodha,McDaniel College
8477,Yogesh,Tennessee College of Applied Technology-Crossville
8478,Yogi,The College of Health Care Professions-San Antonio
8479,Yokan,Fortis College-Baton Rouge
8480,Yoke,Profile Institute of Barber-Styling
8481,Yoke-Kee,CET-Colton
8482,Yoko,Lourdes University
8483,Yolanda,Ross Medical Education Center-Elyria
8484,Yolande,Spertus College
8485,Yolane,Bowdoin College
8486,Yolanthe,Ave Maria School of Law
8487,Yong,Cornish College of the Arts
8488,Yongli,Dabney S Lancaster Community College
8489,Yonik,Michigan State University-College of Law
8490,Yoram,CET-Sacramento
8491,Yoshi,Cosmetology Careers Unlimited College of Hair Skin and Nails
8492,Yoshiaki,Manhattan Christian College
8493,Yoshiko,Vermont College of Fine Arts
8494,Yoshimitsu,Ross Medical Education Center-Ann Arbor
